node1	node2
ENSG00000196843	ENSG00000224470
ENSG00000196843	ENSG00000227151
ENSG00000196843	ENSG00000229665
ENSG00000196843	ENSG00000234278
ENSG00000196843	ENSG00000244025
ENSG00000196843	ENSG00000244362
ENSG00000196843	ENSG00000256671
ENSG00000196843	ENSG00000256977
ENSG00000196843	ENSG00000274749
ENSG00000196859	ENSG00000205426
ENSG00000196860	ENSG00000257218
ENSG00000196860	ENSG00000276430
ENSG00000196912	ENSG00000197976
ENSG00000196912	ENSG00000206483
ENSG00000196923	ENSG00000197256
ENSG00000196923	ENSG00000197279
ENSG00000196923	ENSG00000198373
ENSG00000196924	ENSG00000197191
ENSG00000196924	ENSG00000197568
ENSG00000196937	ENSG00000213593
ENSG00000196937	ENSG00000243772
ENSG00000196937	ENSG00000244476
ENSG00000196976	ENSG00000197191
ENSG00000196976	ENSG00000197978
ENSG00000196976	ENSG00000204713
ENSG00000196976	ENSG00000204889
ENSG00000196976	ENSG00000212938
ENSG00000196976	ENSG00000240065
ENSG00000197008	ENSG00000204889
ENSG00000197008	ENSG00000205439
ENSG00000197008	ENSG00000206181
ENSG00000197008	ENSG00000215455
ENSG00000197008	ENSG00000272804
ENSG00000197019	ENSG00000204538
ENSG00000197020	ENSG00000221864
ENSG00000197024	ENSG00000204946
ENSG00000197024	ENSG00000240583
ENSG00000197044	ENSG00000197191
ENSG00000197044	ENSG00000230601
ENSG00000197050	ENSG00000272804
ENSG00000197062	ENSG00000197978
ENSG00000197062	ENSG00000213416
ENSG00000197062	ENSG00000215454
ENSG00000197062	ENSG00000215455
ENSG00000197062	ENSG00000221837
ENSG00000197062	ENSG00000241123
ENSG00000197062	ENSG00000272804
ENSG00000197063	ENSG00000215271
ENSG00000197070	ENSG00000198373
ENSG00000197079	ENSG00000198925
ENSG00000197079	ENSG00000204536
ENSG00000197079	ENSG00000204930
ENSG00000197079	ENSG00000205420
ENSG00000197079	ENSG00000205426
ENSG00000197079	ENSG00000266714
ENSG00000197084	ENSG00000197191
ENSG00000197084	ENSG00000198271
ENSG00000197084	ENSG00000198369
ENSG00000197084	ENSG00000204178
ENSG00000197084	ENSG00000204571
ENSG00000197084	ENSG00000204873
ENSG00000197084	ENSG00000205439
ENSG00000197084	ENSG00000205864
ENSG00000197084	ENSG00000205867
ENSG00000197084	ENSG00000212721
ENSG00000197084	ENSG00000212933
ENSG00000197084	ENSG00000212938
ENSG00000197084	ENSG00000213416
ENSG00000197084	ENSG00000215455
ENSG00000197084	ENSG00000221864
ENSG00000197084	ENSG00000240386
ENSG00000197084	ENSG00000241123
ENSG00000197084	ENSG00000241598
ENSG00000197084	ENSG00000244537
ENSG00000197084	ENSG00000254997
ENSG00000197102	ENSG00000203667
ENSG00000197114	ENSG00000197223
ENSG00000197114	ENSG00000197747
ENSG00000197114	ENSG00000197951
ENSG00000197114	ENSG00000197978
ENSG00000197114	ENSG00000198455
ENSG00000197114	ENSG00000198466
ENSG00000197114	ENSG00000204536
ENSG00000197114	ENSG00000204713
ENSG00000197114	ENSG00000204889
ENSG00000197114	ENSG00000229809
ENSG00000197114	ENSG00000244607
ENSG00000197114	ENSG00000270011
ENSG00000197123	ENSG00000241123
ENSG00000197153	ENSG00000213551
ENSG00000197162	ENSG00000197978
ENSG00000197162	ENSG00000198467
ENSG00000197162	ENSG00000204371
ENSG00000197162	ENSG00000215455
ENSG00000197162	ENSG00000221864
ENSG00000197162	ENSG00000240694
ENSG00000197162	ENSG00000241123
ENSG00000197172	ENSG00000197565
ENSG00000197172	ENSG00000197756
ENSG00000197172	ENSG00000204392
ENSG00000197172	ENSG00000205659
ENSG00000197172	ENSG00000234127
ENSG00000197172	ENSG00000248746
ENSG00000197172	ENSG00000260220
ENSG00000197172	ENSG00000267796
ENSG00000197191	ENSG00000197279
ENSG00000197191	ENSG00000197362
ENSG00000197191	ENSG00000197651
ENSG00000197191	ENSG00000197683
ENSG00000197191	ENSG00000197912
ENSG00000197191	ENSG00000198010
ENSG00000197191	ENSG00000198218
ENSG00000197191	ENSG00000198271
ENSG00000197191	ENSG00000198324
ENSG00000197191	ENSG00000198420
ENSG00000197191	ENSG00000198466
ENSG00000197191	ENSG00000198723
ENSG00000197191	ENSG00000198732
ENSG00000197191	ENSG00000198736
ENSG00000197191	ENSG00000198848
ENSG00000197191	ENSG00000198925
ENSG00000197191	ENSG00000203786
ENSG00000197191	ENSG00000204099
ENSG00000197191	ENSG00000204175
ENSG00000197191	ENSG00000204438
ENSG00000197191	ENSG00000204463
ENSG00000197191	ENSG00000204571
ENSG00000197191	ENSG00000204873
ENSG00000197191	ENSG00000204930
ENSG00000197191	ENSG00000205364
ENSG00000197191	ENSG00000205426
ENSG00000197191	ENSG00000205439
ENSG00000197191	ENSG00000205864
ENSG00000197191	ENSG00000206538
ENSG00000197191	ENSG00000212123
ENSG00000197191	ENSG00000212721
ENSG00000197191	ENSG00000212724
ENSG00000197191	ENSG00000212899
ENSG00000197191	ENSG00000212901
ENSG00000197191	ENSG00000212933
ENSG00000197191	ENSG00000212938
ENSG00000197191	ENSG00000213015
ENSG00000197191	ENSG00000213204
ENSG00000197191	ENSG00000213347
ENSG00000197191	ENSG00000213416
ENSG00000197191	ENSG00000213417
ENSG00000197191	ENSG00000213639
ENSG00000197191	ENSG00000213689
ENSG00000197191	ENSG00000214026
ENSG00000197191	ENSG00000214063
ENSG00000197191	ENSG00000215455
ENSG00000197191	ENSG00000221837
ENSG00000197191	ENSG00000221852
ENSG00000197191	ENSG00000221859
ENSG00000197191	ENSG00000221864
ENSG00000197191	ENSG00000221880
ENSG00000197191	ENSG00000222046
ENSG00000197191	ENSG00000230989
ENSG00000197191	ENSG00000231852
ENSG00000197191	ENSG00000237441
ENSG00000197191	ENSG00000239886
ENSG00000197191	ENSG00000240386
ENSG00000197191	ENSG00000240432
ENSG00000197191	ENSG00000240583
ENSG00000197191	ENSG00000241123
ENSG00000197191	ENSG00000241598
ENSG00000197191	ENSG00000242259
ENSG00000197191	ENSG00000242689
ENSG00000197191	ENSG00000243489
ENSG00000197191	ENSG00000244025
ENSG00000197191	ENSG00000244057
ENSG00000197191	ENSG00000244362
ENSG00000197191	ENSG00000244411
ENSG00000197191	ENSG00000244537
ENSG00000197191	ENSG00000254647
ENSG00000197191	ENSG00000254997
ENSG00000197191	ENSG00000260220
ENSG00000197191	ENSG00000262655
ENSG00000197191	ENSG00000264343
ENSG00000197191	ENSG00000265203
ENSG00000197191	ENSG00000271383
ENSG00000197191	ENSG00000272514
ENSG00000197191	ENSG00000272804
ENSG00000197191	ENSG00000274211
ENSG00000197191	ENSG00000277893
ENSG00000197191	ENSG00000279968
ENSG00000197213	ENSG00000215271
ENSG00000197256	ENSG00000197978
ENSG00000197256	ENSG00000198945
ENSG00000197256	ENSG00000204220
ENSG00000197256	ENSG00000204356
ENSG00000197256	ENSG00000204438
ENSG00000197256	ENSG00000204511
ENSG00000197256	ENSG00000204644
ENSG00000197256	ENSG00000204889
ENSG00000197256	ENSG00000212938
ENSG00000197256	ENSG00000213639
ENSG00000197256	ENSG00000223501
ENSG00000197256	ENSG00000243943
ENSG00000197256	ENSG00000253797
ENSG00000197256	ENSG00000254445
ENSG00000197256	ENSG00000263201
ENSG00000197256	ENSG00000264364
ENSG00000197256	ENSG00000270765
ENSG00000197256	ENSG00000273706
ENSG00000197273	ENSG00000198363
ENSG00000197279	ENSG00000197978
ENSG00000197279	ENSG00000204889
ENSG00000197279	ENSG00000205937
ENSG00000197279	ENSG00000206181
ENSG00000197279	ENSG00000212724
ENSG00000197279	ENSG00000213416
ENSG00000197279	ENSG00000213417
ENSG00000197279	ENSG00000215271
ENSG00000197279	ENSG00000221837
ENSG00000197279	ENSG00000272804
ENSG00000197283	ENSG00000204713
ENSG00000197324	ENSG00000197646
ENSG00000197324	ENSG00000204568
ENSG00000197324	ENSG00000214513
ENSG00000197324	ENSG00000235169
ENSG00000197329	ENSG00000198001
ENSG00000197343	ENSG00000198198
ENSG00000197343	ENSG00000198586
ENSG00000197343	ENSG00000204178
ENSG00000197343	ENSG00000204536
ENSG00000197343	ENSG00000204889
ENSG00000197343	ENSG00000213416
ENSG00000197343	ENSG00000234616
ENSG00000197343	ENSG00000244057
ENSG00000197343	ENSG00000254997
ENSG00000197343	ENSG00000255359
ENSG00000197343	ENSG00000256060
ENSG00000197343	ENSG00000268606
ENSG00000197343	ENSG00000268988
ENSG00000197343	ENSG00000278057
ENSG00000197362	ENSG00000212724
ENSG00000197362	ENSG00000213417
ENSG00000197362	ENSG00000221880
ENSG00000197362	ENSG00000264343
ENSG00000197362	ENSG00000271383
ENSG00000197362	ENSG00000272804
ENSG00000197375	ENSG00000212938
ENSG00000197375	ENSG00000264343
ENSG00000197375	ENSG00000271383
ENSG00000197385	ENSG00000221837
ENSG00000197409	ENSG00000213551
ENSG00000197457	ENSG00000204438
ENSG00000197461	ENSG00000198363
ENSG00000197483	ENSG00000197978
ENSG00000197566	ENSG00000197978
ENSG00000197566	ENSG00000221864
ENSG00000197646	ENSG00000198326
ENSG00000197646	ENSG00000256235
ENSG00000197647	ENSG00000215455
ENSG00000197647	ENSG00000221837
ENSG00000197647	ENSG00000241123
ENSG00000197647	ENSG00000272804
ENSG00000197651	ENSG00000204873
ENSG00000197651	ENSG00000204889
ENSG00000197651	ENSG00000212938
ENSG00000197651	ENSG00000244537
ENSG00000197651	ENSG00000264343
ENSG00000197651	ENSG00000271383
ENSG00000197683	ENSG00000198846
ENSG00000197683	ENSG00000205864
ENSG00000197683	ENSG00000212123
ENSG00000197683	ENSG00000212864
ENSG00000197683	ENSG00000212900
ENSG00000197683	ENSG00000212901
ENSG00000197683	ENSG00000212938
ENSG00000197683	ENSG00000213204
ENSG00000197683	ENSG00000213416
ENSG00000197683	ENSG00000215455
ENSG00000197683	ENSG00000221837
ENSG00000197683	ENSG00000221864
ENSG00000197683	ENSG00000239886
ENSG00000197683	ENSG00000241123
ENSG00000197683	ENSG00000244362
ENSG00000197683	ENSG00000244537
ENSG00000197683	ENSG00000257108
ENSG00000197683	ENSG00000264343
ENSG00000197683	ENSG00000271383
ENSG00000197683	ENSG00000272514
ENSG00000197683	ENSG00000272804
ENSG00000197683	ENSG00000275410
ENSG00000197746	ENSG00000214717
ENSG00000197753	ENSG00000198133
ENSG00000197753	ENSG00000203896
ENSG00000197753	ENSG00000204979
ENSG00000197753	ENSG00000205060
ENSG00000197753	ENSG00000205279
ENSG00000197753	ENSG00000213463
ENSG00000197753	ENSG00000213593
ENSG00000197753	ENSG00000213658
ENSG00000197753	ENSG00000235169
ENSG00000197753	ENSG00000237541
ENSG00000197753	ENSG00000243772
ENSG00000197753	ENSG00000265808
ENSG00000197769	ENSG00000213658
ENSG00000197860	ENSG00000197870
ENSG00000197860	ENSG00000198363
ENSG00000197860	ENSG00000198832
ENSG00000197860	ENSG00000198885
ENSG00000197860	ENSG00000204279
ENSG00000197860	ENSG00000204538
ENSG00000197860	ENSG00000204539
ENSG00000197860	ENSG00000206561
ENSG00000197860	ENSG00000213218
ENSG00000197860	ENSG00000213658
ENSG00000197860	ENSG00000213995
ENSG00000197860	ENSG00000223953
ENSG00000197860	ENSG00000230657
ENSG00000197860	ENSG00000251655
ENSG00000197860	ENSG00000268651
ENSG00000197860	ENSG00000276085
ENSG00000197870	ENSG00000198356
ENSG00000197905	ENSG00000197978
ENSG00000197905	ENSG00000198920
ENSG00000197905	ENSG00000204713
ENSG00000197905	ENSG00000204889
ENSG00000197905	ENSG00000206538
ENSG00000197905	ENSG00000215271
ENSG00000197905	ENSG00000223501
ENSG00000197912	ENSG00000204889
ENSG00000197912	ENSG00000213416
ENSG00000197912	ENSG00000221837
ENSG00000197912	ENSG00000254997
ENSG00000197912	ENSG00000264343
ENSG00000197912	ENSG00000271383
ENSG00000197912	ENSG00000272804
ENSG00000197951	ENSG00000213588
ENSG00000197956	ENSG00000276430
ENSG00000197958	ENSG00000254737
ENSG00000197976	ENSG00000204889
ENSG00000197978	ENSG00000198466
ENSG00000197978	ENSG00000198883
ENSG00000197978	ENSG00000204209
ENSG00000197978	ENSG00000204438
ENSG00000197978	ENSG00000204463
ENSG00000197978	ENSG00000204536
ENSG00000197978	ENSG00000204618
ENSG00000197978	ENSG00000204920
ENSG00000197978	ENSG00000205542
ENSG00000197978	ENSG00000205899
ENSG00000197978	ENSG00000205937
ENSG00000197978	ENSG00000213015
ENSG00000197978	ENSG00000223547
ENSG00000197978	ENSG00000230522
ENSG00000197978	ENSG00000234616
ENSG00000197978	ENSG00000255009
ENSG00000197978	ENSG00000258405
ENSG00000197978	ENSG00000258890
ENSG00000197978	ENSG00000260220
ENSG00000197978	ENSG00000270765
ENSG00000198010	ENSG00000204889
ENSG00000198010	ENSG00000244537
ENSG00000198039	ENSG00000241123
ENSG00000198040	ENSG00000268988
ENSG00000198046	ENSG00000272804
ENSG00000198053	ENSG00000204713
ENSG00000198053	ENSG00000204889
ENSG00000198081	ENSG00000205937
ENSG00000198081	ENSG00000241837
ENSG00000198133	ENSG00000265808
ENSG00000198169	ENSG00000221837
ENSG00000198176	ENSG00000205250
ENSG00000198183	ENSG00000214756
ENSG00000198183	ENSG00000275410
ENSG00000198189	ENSG00000198471
ENSG00000198189	ENSG00000204070
ENSG00000198189	ENSG00000204386
ENSG00000198189	ENSG00000213064
ENSG00000198189	ENSG00000213203
ENSG00000198189	ENSG00000213593
ENSG00000198189	ENSG00000215712
ENSG00000198189	ENSG00000215717
ENSG00000198189	ENSG00000240045
ENSG00000198189	ENSG00000243279
ENSG00000198189	ENSG00000265808
ENSG00000198218	ENSG00000215187
ENSG00000198218	ENSG00000261652
ENSG00000198258	ENSG00000204599
ENSG00000198258	ENSG00000204713
ENSG00000198258	ENSG00000227234
ENSG00000198258	ENSG00000240021
ENSG00000198258	ENSG00000240432
ENSG00000198258	ENSG00000254093
ENSG00000198258	ENSG00000264668
ENSG00000198258	ENSG00000268651
ENSG00000198271	ENSG00000198963
ENSG00000198271	ENSG00000203784
ENSG00000198271	ENSG00000203786
ENSG00000198271	ENSG00000204873
ENSG00000198271	ENSG00000205867
ENSG00000198271	ENSG00000214063
ENSG00000198271	ENSG00000221880
ENSG00000198271	ENSG00000240386
ENSG00000198271	ENSG00000244057
ENSG00000198271	ENSG00000244537
ENSG00000198271	ENSG00000254997
ENSG00000198271	ENSG00000264343
ENSG00000198271	ENSG00000271383
ENSG00000198271	ENSG00000272804
ENSG00000198271	ENSG00000278522
ENSG00000198298	ENSG00000264668
ENSG00000198315	ENSG00000198466
ENSG00000198324	ENSG00000212938
ENSG00000198324	ENSG00000221880
ENSG00000198326	ENSG00000205302
ENSG00000198326	ENSG00000213593
ENSG00000198356	ENSG00000198363
ENSG00000198356	ENSG00000239857
ENSG00000198356	ENSG00000263961
ENSG00000198363	ENSG00000203933
ENSG00000198363	ENSG00000204539
ENSG00000198363	ENSG00000205670
ENSG00000198363	ENSG00000213593
ENSG00000198363	ENSG00000213759
ENSG00000198363	ENSG00000215717
ENSG00000198363	ENSG00000226979
ENSG00000198363	ENSG00000230657
ENSG00000198363	ENSG00000231887
ENSG00000198363	ENSG00000242252
ENSG00000198363	ENSG00000251655
ENSG00000198363	ENSG00000268320
ENSG00000198363	ENSG00000273590
ENSG00000198369	ENSG00000203786
ENSG00000198369	ENSG00000212724
ENSG00000198369	ENSG00000213417
ENSG00000198369	ENSG00000221864
ENSG00000198369	ENSG00000240583
ENSG00000198369	ENSG00000266714
ENSG00000198373	ENSG00000229809
ENSG00000198373	ENSG00000270765
ENSG00000198390	ENSG00000204873
ENSG00000198390	ENSG00000204930
ENSG00000198390	ENSG00000205352
ENSG00000198390	ENSG00000205439
ENSG00000198390	ENSG00000213204
ENSG00000198390	ENSG00000224470
ENSG00000198390	ENSG00000239886
ENSG00000198390	ENSG00000241123
ENSG00000198390	ENSG00000272514
ENSG00000198393	ENSG00000204599
ENSG00000198393	ENSG00000204889
ENSG00000198393	ENSG00000272804
ENSG00000198398	ENSG00000213689
ENSG00000198420	ENSG00000212938
ENSG00000198420	ENSG00000221880
ENSG00000198420	ENSG00000264343
ENSG00000198420	ENSG00000271383
ENSG00000198443	ENSG00000204873
ENSG00000198443	ENSG00000205864
ENSG00000198443	ENSG00000244057
ENSG00000198466	ENSG00000198963
ENSG00000198466	ENSG00000203786
ENSG00000198466	ENSG00000204304
ENSG00000198466	ENSG00000204511
ENSG00000198466	ENSG00000204713
ENSG00000198466	ENSG00000204889
ENSG00000198466	ENSG00000205439
ENSG00000198466	ENSG00000212724
ENSG00000198466	ENSG00000213417
ENSG00000198466	ENSG00000215455
ENSG00000198466	ENSG00000221837
ENSG00000198466	ENSG00000221859
ENSG00000198466	ENSG00000221864
ENSG00000198466	ENSG00000221880
ENSG00000198466	ENSG00000223501
ENSG00000198466	ENSG00000240694
ENSG00000198466	ENSG00000241123
ENSG00000198466	ENSG00000243335
ENSG00000198466	ENSG00000243489
ENSG00000198466	ENSG00000244411
ENSG00000198466	ENSG00000254997
ENSG00000198466	ENSG00000255104
ENSG00000198466	ENSG00000261796
ENSG00000198466	ENSG00000264343
ENSG00000198466	ENSG00000269335
ENSG00000198466	ENSG00000269699
ENSG00000198466	ENSG00000270806
ENSG00000198466	ENSG00000271383
ENSG00000198466	ENSG00000272804
ENSG00000198466	ENSG00000278224
ENSG00000198467	ENSG00000278318
ENSG00000198471	ENSG00000203896
ENSG00000198471	ENSG00000203933
ENSG00000198471	ENSG00000213593
ENSG00000198471	ENSG00000219200
ENSG00000198471	ENSG00000243772
ENSG00000198471	ENSG00000267855
ENSG00000198498	ENSG00000239282
ENSG00000198498	ENSG00000272804
ENSG00000198522	ENSG00000214717
ENSG00000198523	ENSG00000203985
ENSG00000198523	ENSG00000243772
ENSG00000198546	ENSG00000213204
ENSG00000198546	ENSG00000272514
ENSG00000198553	ENSG00000223638
ENSG00000198563	ENSG00000205323
ENSG00000198563	ENSG00000257390
ENSG00000198569	ENSG00000215717
ENSG00000198570	ENSG00000204371
ENSG00000198586	ENSG00000198908
ENSG00000198586	ENSG00000254093
ENSG00000198586	ENSG00000264364
ENSG00000198625	ENSG00000265491
ENSG00000198681	ENSG00000204616
ENSG00000198681	ENSG00000242028
ENSG00000198681	ENSG00000249709
ENSG00000198723	ENSG00000212938
ENSG00000198728	ENSG00000273706
ENSG00000198732	ENSG00000206538
ENSG00000198732	ENSG00000264343
ENSG00000198732	ENSG00000271383
ENSG00000198736	ENSG00000204713
ENSG00000198794	ENSG00000213593
ENSG00000198807	ENSG00000240432
ENSG00000198818	ENSG00000213593
ENSG00000198832	ENSG00000205439
ENSG00000198832	ENSG00000221880
ENSG00000198832	ENSG00000264343
ENSG00000198832	ENSG00000271383
ENSG00000198833	ENSG00000204421
ENSG00000198833	ENSG00000213593
ENSG00000198833	ENSG00000273331
ENSG00000198848	ENSG00000203786
ENSG00000198860	ENSG00000198881
ENSG00000198860	ENSG00000206203
ENSG00000198860	ENSG00000269964
ENSG00000198879	ENSG00000198945
ENSG00000198883	ENSG00000198908
ENSG00000198883	ENSG00000241553
ENSG00000198883	ENSG00000266714
ENSG00000198885	ENSG00000204539
ENSG00000198892	ENSG00000244687
ENSG00000198908	ENSG00000204438
ENSG00000198908	ENSG00000240583
ENSG00000198908	ENSG00000266714
ENSG00000198908	ENSG00000268988
ENSG00000198919	ENSG00000269190
ENSG00000198920	ENSG00000204536
ENSG00000198920	ENSG00000205002
ENSG00000198920	ENSG00000205899
ENSG00000198925	ENSG00000203786
ENSG00000198925	ENSG00000212899
ENSG00000198925	ENSG00000212900
ENSG00000198925	ENSG00000221880
ENSG00000198925	ENSG00000239886
ENSG00000198925	ENSG00000240432
ENSG00000198925	ENSG00000244537
ENSG00000198925	ENSG00000254997
ENSG00000198925	ENSG00000264343
ENSG00000198925	ENSG00000271383
ENSG00000198937	ENSG00000213593
ENSG00000198937	ENSG00000273331
ENSG00000198939	ENSG00000204889
ENSG00000198945	ENSG00000268988
ENSG00000198954	ENSG00000277462
ENSG00000198963	ENSG00000270765
ENSG00000203666	ENSG00000213231
ENSG00000203666	ENSG00000262814
ENSG00000203667	ENSG00000213593
ENSG00000203667	ENSG00000270170
ENSG00000203778	ENSG00000206203
ENSG00000203778	ENSG00000212122
ENSG00000203784	ENSG00000204571
ENSG00000203784	ENSG00000205864
ENSG00000203784	ENSG00000205867
ENSG00000203784	ENSG00000212721
ENSG00000203784	ENSG00000213416
ENSG00000203784	ENSG00000239886
ENSG00000203784	ENSG00000241123
ENSG00000203784	ENSG00000254997
ENSG00000203786	ENSG00000204930
ENSG00000203786	ENSG00000205439
ENSG00000203786	ENSG00000206538
ENSG00000203786	ENSG00000212900
ENSG00000203786	ENSG00000212938
ENSG00000203786	ENSG00000221852
ENSG00000203786	ENSG00000221880
ENSG00000203786	ENSG00000237441
ENSG00000203786	ENSG00000240432
ENSG00000203786	ENSG00000244057
ENSG00000203786	ENSG00000244362
ENSG00000203786	ENSG00000244411
ENSG00000203786	ENSG00000244537
ENSG00000203786	ENSG00000254997
ENSG00000203786	ENSG00000264343
ENSG00000203786	ENSG00000265203
ENSG00000203786	ENSG00000269190
ENSG00000203786	ENSG00000271383
ENSG00000203812	ENSG00000233822
ENSG00000203877	ENSG00000204304
ENSG00000203877	ENSG00000221972
ENSG00000203896	ENSG00000240583
ENSG00000203896	ENSG00000242247
ENSG00000203933	ENSG00000213593
ENSG00000203933	ENSG00000213658
ENSG00000203942	ENSG00000204889
ENSG00000203942	ENSG00000213416
ENSG00000203942	ENSG00000221837
ENSG00000203942	ENSG00000254997
ENSG00000203950	ENSG00000242265
ENSG00000203985	ENSG00000205279
ENSG00000203985	ENSG00000205808
ENSG00000203985	ENSG00000240583
ENSG00000204070	ENSG00000204568
ENSG00000204070	ENSG00000242019
ENSG00000204070	ENSG00000273331
ENSG00000204099	ENSG00000244362
ENSG00000204103	ENSG00000244537
ENSG00000204131	ENSG00000213719
ENSG00000204131	ENSG00000266714
ENSG00000204175	ENSG00000206535
ENSG00000204175	ENSG00000212933
ENSG00000204175	ENSG00000213416
ENSG00000204175	ENSG00000221864
ENSG00000204175	ENSG00000241123
ENSG00000204175	ENSG00000264364
ENSG00000204178	ENSG00000205867
ENSG00000204178	ENSG00000240386
ENSG00000204178	ENSG00000244411
ENSG00000204178	ENSG00000264343
ENSG00000204178	ENSG00000269964
ENSG00000204178	ENSG00000271383
ENSG00000204178	ENSG00000278522
ENSG00000204220	ENSG00000204536
ENSG00000204227	ENSG00000277258
ENSG00000204231	ENSG00000204713
ENSG00000204231	ENSG00000204889
ENSG00000204264	ENSG00000250067
ENSG00000204279	ENSG00000213029
ENSG00000204304	ENSG00000206559
ENSG00000204308	ENSG00000204427
ENSG00000204308	ENSG00000205808
ENSG00000204308	ENSG00000215712
ENSG00000204308	ENSG00000243279
ENSG00000204334	ENSG00000204538
ENSG00000204356	ENSG00000204713
ENSG00000204371	ENSG00000229809
ENSG00000204381	ENSG00000204548
ENSG00000204381	ENSG00000205808
ENSG00000204392	ENSG00000205076
ENSG00000204392	ENSG00000221867
ENSG00000204427	ENSG00000205572
ENSG00000204427	ENSG00000226979
ENSG00000204427	ENSG00000243279
ENSG00000204427	ENSG00000265107
ENSG00000204427	ENSG00000265808
ENSG00000204427	ENSG00000273331
ENSG00000204435	ENSG00000250254
ENSG00000204435	ENSG00000260220
ENSG00000204438	ENSG00000204713
ENSG00000204438	ENSG00000206562
ENSG00000204438	ENSG00000215187
ENSG00000204438	ENSG00000215271
ENSG00000204438	ENSG00000221864
ENSG00000204438	ENSG00000229809
ENSG00000204438	ENSG00000240432
ENSG00000204449	ENSG00000256671
ENSG00000204449	ENSG00000256977
ENSG00000204463	ENSG00000204539
ENSG00000204463	ENSG00000239857
ENSG00000204463	ENSG00000268651
ENSG00000204536	ENSG00000204539
ENSG00000204536	ENSG00000204713
ENSG00000204536	ENSG00000204889
ENSG00000204536	ENSG00000205078
ENSG00000204536	ENSG00000213024
ENSG00000204536	ENSG00000215271
ENSG00000204536	ENSG00000221829
ENSG00000204536	ENSG00000223501
ENSG00000204536	ENSG00000230989
ENSG00000204536	ENSG00000244607
ENSG00000204536	ENSG00000268651
ENSG00000204536	ENSG00000276234
ENSG00000204538	ENSG00000213672
ENSG00000204539	ENSG00000224470
ENSG00000204560	ENSG00000215271
ENSG00000204568	ENSG00000213658
ENSG00000204568	ENSG00000265808
ENSG00000204571	ENSG00000204873
ENSG00000204571	ENSG00000206538
ENSG00000204571	ENSG00000212724
ENSG00000204571	ENSG00000213417
ENSG00000204571	ENSG00000221837
ENSG00000204571	ENSG00000221852
ENSG00000204571	ENSG00000221880
ENSG00000204571	ENSG00000239886
ENSG00000204571	ENSG00000240386
ENSG00000204571	ENSG00000240432
ENSG00000204571	ENSG00000244057
ENSG00000204571	ENSG00000244411
ENSG00000204571	ENSG00000254997
ENSG00000204571	ENSG00000264343
ENSG00000204571	ENSG00000271383
ENSG00000204571	ENSG00000272804
ENSG00000204576	ENSG00000212938
ENSG00000204576	ENSG00000226941
ENSG00000204576	ENSG00000234414
ENSG00000204576	ENSG00000244509
ENSG00000204576	ENSG00000258643
ENSG00000204619	ENSG00000213639
ENSG00000204655	ENSG00000240045
ENSG00000204661	ENSG00000204889
ENSG00000204661	ENSG00000212900
ENSG00000204661	ENSG00000221837
ENSG00000204661	ENSG00000264343
ENSG00000204661	ENSG00000271383
ENSG00000204669	ENSG00000213654
ENSG00000204713	ENSG00000205542
ENSG00000204713	ENSG00000213015
ENSG00000204713	ENSG00000213204
ENSG00000204713	ENSG00000215251
ENSG00000204713	ENSG00000229809
ENSG00000204713	ENSG00000242498
ENSG00000204713	ENSG00000253797
ENSG00000204713	ENSG00000260220
ENSG00000204713	ENSG00000264343
ENSG00000204713	ENSG00000266714
ENSG00000204713	ENSG00000270765
ENSG00000204713	ENSG00000271383
ENSG00000204713	ENSG00000272514
ENSG00000204713	ENSG00000277791
ENSG00000204815	ENSG00000204889
ENSG00000204822	ENSG00000280071
ENSG00000204859	ENSG00000213588
ENSG00000204859	ENSG00000241123
ENSG00000204859	ENSG00000268988
ENSG00000204859	ENSG00000272804
ENSG00000204873	ENSG00000205864
ENSG00000204873	ENSG00000206538
ENSG00000204873	ENSG00000212724
ENSG00000204873	ENSG00000212899
ENSG00000204873	ENSG00000212900
ENSG00000204873	ENSG00000212901
ENSG00000204873	ENSG00000213416
ENSG00000204873	ENSG00000213417
ENSG00000204873	ENSG00000214063
ENSG00000204873	ENSG00000215455
ENSG00000204873	ENSG00000221837
ENSG00000204873	ENSG00000221859
ENSG00000204873	ENSG00000221864
ENSG00000204873	ENSG00000221880
ENSG00000204873	ENSG00000239857
ENSG00000204873	ENSG00000239886
ENSG00000204873	ENSG00000240386
ENSG00000204873	ENSG00000240432
ENSG00000204873	ENSG00000241123
ENSG00000204873	ENSG00000241598
ENSG00000204873	ENSG00000243489
ENSG00000204873	ENSG00000244057
ENSG00000204873	ENSG00000244537
ENSG00000204873	ENSG00000254997
ENSG00000204873	ENSG00000264343
ENSG00000204873	ENSG00000271383
ENSG00000204873	ENSG00000272804
ENSG00000204889	ENSG00000205084
ENSG00000204889	ENSG00000205420
ENSG00000204889	ENSG00000205426
ENSG00000204889	ENSG00000205542
ENSG00000204889	ENSG00000206172
ENSG00000204889	ENSG00000213015
ENSG00000204889	ENSG00000213204
ENSG00000204889	ENSG00000215704
ENSG00000204889	ENSG00000221821
ENSG00000204889	ENSG00000221916
ENSG00000204889	ENSG00000222046
ENSG00000204889	ENSG00000223547
ENSG00000204889	ENSG00000229809
ENSG00000204889	ENSG00000239264
ENSG00000204889	ENSG00000240583
ENSG00000204889	ENSG00000241476
ENSG00000204889	ENSG00000242689
ENSG00000204889	ENSG00000249709
